recipe_id,recipe_name,cuisine,category,cooking_method,difficulty,prep_time_minutes,cook_time_minutes,total_time_minutes,servings,spice_level,meal_type,is_vegetarian,is_vegan,is_gluten_free,is_halal,rating,review_count,calories_per_serving,estimated_cost_usd,date_added,is_traditional,is_festival_special,ingredients_list,ingredient_count
RCP00069,Chicken Tikka,Pakistani,Main Course,Roasted,Medium,25,16,41,7,Medium,Lunch,False,False,False,True,4.0,3679,475,5.94,2024-07-08,False,False,"Onion (2 medium), Garlic (8 cloves), Salt (to taste), Paneer (694g), Coconut Milk (1 tbsp), Cinnamon (1 tsp), All-Purpose Flour (299 g), Curry Leaves (3 tbsp), Fresh Coriander (1 tbsp), Potato (1 medium), Mutton (1 tbsp), Chickpea Flour (359 g), Oil (4 tbsp), Paneer (281 ml)",14
RCP00070,Paya,Pakistani,Main Course,Slow-cooked,Medium,55,176,231,7,Medium,Snack,False,False,False,True,4.1,4417,725,12.22,2024-05-23,True,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Shrimp (460g), Paneer (413 ml), Coriander (1 tsp), Potato (1 medium), Water (3 tbsp), Eggs (4 tbsp), Tomato (2 medium)",10
RCP00071,Dal Makhani,Pakistani,Main Course,Pressure-cooked,Easy,17,88,105,3,Medium,Dinner,False,False,True,True,4.8,4117,754,2.2,2023-04-24,True,False,"Onion (3 medium), Garlic (8 cloves), Salt (to taste), Paneer (407g), Chickpeas (3 tbsp), Peas (2 medium), Bell Pepper (1 medium), Semolina (389 g), Sesame Seeds (2 tbsp)",9
RCP00072,Pakistani Main Course Special 72,Pakistani,Main Course,Slow-cooked,Easy,48,36,84,5,Mild,Lunch,True,False,False,True,4.3,4451,693,9.5,2024-09-03,False,False,"Onion (2 medium), Garlic (8 cloves), Salt (to taste), Lentils (Dal) (385g), Water (1 tbsp), Garam Masala (1 tsp)",6
RCP00073,Sindhi Biryani,Pakistani,Main Course,Baked,Medium,55,111,166,5,Mild,Lunch,False,False,False,True,4.3,1910,642,11.73,2025-04-16,False,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Shrimp (342g), Sugar (1 tbsp), Fresh Coriander (3 tbsp), Cinnamon (2 tsp), Fenugreek Leaves (1 tbsp), Lemon Juice (4 tbsp), Wheat Flour (271 g), Chickpeas (1 tbsp), Fresh Coriander (1 tbsp), Almonds (3 tbsp)",13
RCP00074,Sindhi Biryani,Pakistani,Main Course,Fried,Hard,17,105,122,3,Mild,Snack,True,False,False,True,4.0,190,785,16.78,2023-11-15,True,False,"Onion (2 medium), Garlic (7 cloves), Salt (to taste), Eggs (493g), Cashews (2 tbsp), Ginger (2 medium), Yogurt (465 ml), Basmati Rice (246 g), Cloves (1 tsp), All-Purpose Flour (402 g), Eggs (1 tbsp), Paneer (1 tbsp)",12
RCP00075,Pakistani Main Course Special 75,Pakistani,Main Course,Baked,Easy,52,78,130,3,Mild,Beverage,False,True,False,True,5.0,2236,780,23.38,2023-03-15,False,False,"Onion (2 medium), Garlic (7 cloves), Salt (to taste), Tofu (745g), Salt (4 tbsp), Mint Leaves (4 tbsp), Tamarind Paste (2 tbsp), Fresh Coriander (2 tbsp)",8
RCP00076,Korma,Pakistani,Main Course,Roasted,Easy,46,168,214,6,Medium,Breakfast,False,False,False,True,3.9,2146,214,13.91,2023-08-23,True,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Chicken (429g), Milk (309 ml), Yogurt (104 ml)",6
RCP00077,Korma,Pakistani,Main Course,Grilled,Hard,25,145,170,5,Medium,Snack,False,False,False,True,4.9,1858,465,11.53,2025-05-01,True,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Shrimp (515g), Garlic (1 medium), Bay Leaf (1 tsp), Red Chili Powder (2 tsp), Cashews (1 tbsp), Cream (257 ml), Eggs (4 tbsp), Curry Leaves (2 tbsp), Eggs (2 tbsp), Butter (212 ml)",13
RCP00078,Palak Paneer,Pakistani,Main Course,Pressure-cooked,Medium,21,111,132,4,Hot,Dessert,False,False,False,True,4.9,1371,750,7.87,2025-02-15,True,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Beef (819g), Onion (1 medium), Black Pepper (2 tsp), Fenugreek Leaves (3 tbsp), Tamarind Paste (2 tbsp), Oil (3 tbsp), Curry Leaves (3 tbsp), Onion (2 medium), Mint Leaves (2 tbsp), Paneer (1 tbsp)",13
RCP00079,Chicken Tikka,Pakistani,Main Course,Baked,Hard,16,143,159,7,Mild,Beverage,True,True,False,True,3.8,2496,792,11.07,2025-05-20,True,False,"Onion (3 medium), Garlic (4 cloves), Salt (to taste), Chickpeas (268g), Fresh Coriander (4 tbsp), Tofu (3 tbsp), Semolina (412 g), Cashews (2 tbsp), Water (1 tbsp), Fenugreek Leaves (1 tbsp), Tamarind Paste (3 tbsp), Cashews (1 tbsp), Butter (345 ml)",13
RCP00080,Sajji,Pakistani,Main Course,Roasted,Medium,48,116,164,2,Medium,Breakfast,True,False,True,True,4.2,4514,264,9.81,2023-06-28,True,False,"Onion (1 medium), Garlic (3 cloves), Salt (to taste), Eggs (243g), Milk (125 ml), Salt (2 tbsp), Chicken (3 tbsp), Cashews (4 tbsp), Mint Leaves (1 tbsp), Fenugreek Leaves (1 tbsp), Milk (450 ml), Potato (2 medium), Mustard Seeds (2 tbsp)",13
RCP00081,Sindhi Biryani,Pakistani,Main Course,Baked,Easy,32,58,90,6,Medium,Breakfast,False,True,False,True,4.1,2681,414,15.34,2025-07-21,True,False,"Onion (1 medium), Garlic (3 cloves), Salt (to taste), Paneer (989g), Almonds (3 tbsp), Lentils (Dal) (4 tbsp), Black Pepper (2 tsp), Yogurt (189 ml)",8
RCP00082,Biryani,Pakistani,Main Course,Roasted,Medium,11,78,89,6,Mild,Lunch,False,False,False,True,4.5,4518,533,18.81,2024-08-03,False,False,"Onion (1 medium), Garlic (5 cloves), Salt (to taste), Fish (696g), Paneer (1 tbsp), Peas (1 medium), Almonds (3 tbsp), Fish (3 tbsp), Cashews (4 tbsp)",9
RCP00083,Sindhi Biryani,Pakistani,Main Course,Boiled,Easy,52,29,81,2,Medium,Dinner,False,False,False,True,4.0,3082,454,16.92,2023-12-25,True,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Paneer (339g), Cashews (1 tbsp), Cumin (1 tsp)",6
RCP00084,Sajji,Pakistani,Main Course,Roasted,Medium,41,59,100,2,Very Hot,Breakfast,False,False,False,True,3.7,3690,170,15.96,2025-12-17,False,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Paneer (902g), Milk (352 ml), Yogurt (113 ml), Curry Leaves (2 tbsp), Fresh Coriander (4 tbsp)",8
RCP00085,Korma,Pakistani,Main Course,Boiled,Easy,28,118,146,3,Very Hot,Dinner,True,False,False,True,3.7,2211,248,6.61,2025-05-08,True,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Eggs (243g), Raisins (3 tbsp), Tamarind Paste (4 tbsp), Fenugreek Leaves (3 tbsp)",7
RCP00086,Paya,Pakistani,Main Course,Pressure-cooked,Easy,18,98,116,6,Mild,Breakfast,True,False,False,True,4.9,1982,254,4.09,2025-10-11,True,False,"Onion (1 medium), Garlic (4 cloves), Salt (to taste), Eggs (229g), Semolina (430 g), Salt (3 tbsp), Mustard Seeds (2 tbsp)",7
RCP00087,Aloo Gosht,Pakistani,Main Course,Steamed,Easy,33,89,122,3,Mild,Beverage,False,False,False,True,4.3,453,186,10.08,2025-07-29,True,False,"Onion (3 medium), Garlic (4 cloves), Salt (to taste), Mutton (394g), Fresh Coriander (3 tbsp), Mutton (1 tbsp), Milk (433 ml)",7
RCP00088,Pakistani Main Course Special 88,Pakistani,Main Course,Slow-cooked,Medium,48,148,196,3,Medium,Beverage,False,False,False,True,4.8,1551,485,6.92,2023-06-20,True,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Mutton (679g), Sesame Seeds (3 tbsp), Curry Leaves (2 tbsp), Butter (242 ml), Vinegar (4 tbsp), Semolina (295 g), Mustard Seeds (3 tbsp), Vinegar (2 tbsp), Wheat Flour (336 g), Sugar (2 tbsp)",13
RCP00089,Chapli Kabab,Pakistani,Main Course,Slow-cooked,Medium,10,96,106,6,Very Hot,Dessert,False,False,False,True,4.8,24,555,3.31,2025-03-15,True,False,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Fish (621g), Water (1 tbsp), Salt (1 tbsp), Paneer (314 ml), Chicken (4 tbsp), Cloves (1 tsp), Oil (2 tbsp), Coconut Milk (1 tbsp), Cardamom (2 tsp)",12
RCP00090,Pakistani Main Course Special 90,Pakistani,Main Course,Grilled,Medium,11,159,170,4,Medium,Beverage,False,False,False,True,4.0,4471,595,10.68,2025-06-30,True,False,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Tofu (334g), Carrot (2 medium), Bell Pepper (1 medium), Shrimp (2 tbsp), Turmeric (2 tsp), Cashews (2 tbsp), Cumin (1 tsp), Cream (346 ml)",11
RCP00091,Palak Paneer,Pakistani,Main Course,Slow-cooked,Medium,36,101,137,5,Mild,Dessert,False,False,False,True,4.6,2867,547,22.57,2024-07-10,True,False,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Shrimp (611g), Oil (2 tbsp), Cumin (1 tsp), Paneer (1 tbsp), Cream (412 ml), Tomato (2 medium), Mutton (2 tbsp)",10
RCP00092,Pakistani Main Course Special 92,Pakistani,Main Course,Baked,Medium,12,16,28,7,Medium,Dinner,True,False,False,True,4.6,4733,351,12.58,2025-12-31,False,False,"Onion (3 medium), Garlic (8 cloves), Salt (to taste), Chickpeas (201g), Oil (2 tbsp), Water (3 tbsp), Mint Leaves (1 tbsp), Fish (3 tbsp), Cumin (1 tsp), Beef (1 tbsp), Fresh Coriander (2 tbsp), Butter (242 ml), Fenugreek Leaves (1 tbsp), Fresh Coriander (4 tbsp)",14
RCP00093,Palak Paneer,Pakistani,Main Course,Roasted,Hard,38,51,89,7,Hot,Breakfast,False,False,False,True,5.0,4330,482,8.88,2024-08-28,False,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Paneer (693g), Tamarind Paste (4 tbsp), Sugar (4 tbsp), Wheat Flour (283 g), Basmati Rice (260 g), Fresh Coriander (4 tbsp), Bay Leaf (1 tsp), Mustard Seeds (4 tbsp), All-Purpose Flour (383 g), Cumin (1 tsp), Sesame Seeds (1 tbsp), Fenugreek Leaves (2 tbsp), Coriander (2 tsp)",16
RCP00094,Pakistani Main Course Special 94,Pakistani,Main Course,Boiled,Easy,14,55,69,5,Medium,Dinner,False,False,False,True,4.3,1286,423,24.73,2024-03-14,True,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Tofu (934g), Curry Leaves (4 tbsp), Mint Leaves (1 tbsp)",6
RCP00095,Pakistani Main Course Special 95,Pakistani,Main Course,Fried,Easy,20,179,199,5,Hot,Breakfast,True,False,False,True,4.4,1938,246,18.75,2023-06-01,True,False,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Eggs (342g), Tomato (2 medium), Vinegar (1 tbsp), Wheat Flour (338 g)",7
RCP00096,Paya,Pakistani,Main Course,Grilled,Easy,41,141,182,6,Medium,Lunch,False,True,True,True,3.8,3391,249,21.52,2024-01-25,False,True,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Chicken (905g), Eggs (4 tbsp)",5
RCP00097,Sindhi Biryani,Pakistani,Main Course,Roasted,Medium,35,32,67,6,Hot,Snack,False,False,False,True,4.3,108,599,21.12,2024-12-27,False,False,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Chicken (800g), Milk (372 ml), Tofu (1 tbsp), Garam Masala (1 tsp), Paneer (322 ml), Butter (364 ml), Bay Leaf (1 tsp), Almonds (3 tbsp)",11
RCP00098,Pakistani Main Course Special 98,Pakistani,Main Course,Roasted,Easy,21,94,115,7,Hot,Beverage,False,False,False,True,4.4,3509,408,18.16,2024-05-16,False,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Chicken (762g), Almonds (3 tbsp), All-Purpose Flour (304 g), Onion (1 medium), Chicken (3 tbsp), Green Chili (2 medium)",9
RCP00099,Pakistani Main Course Special 99,Pakistani,Main Course,Pressure-cooked,Hard,13,179,192,5,Medium,Snack,True,False,False,True,4.9,2749,482,10.63,2025-11-20,True,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Eggs (310g), Coconut Milk (2 tbsp), Mustard Seeds (1 tbsp), Salt (3 tbsp), Sesame Seeds (1 tbsp), Tamarind Paste (2 tbsp), Ghee (268 ml), Wheat Flour (346 g), Paneer (354 ml), Oil (4 tbsp), Paneer (3 tbsp), Basmati Rice (483 g), Turmeric (2 tsp), Tofu (3 tbsp), Eggs (3 tbsp), Curry Leaves (1 tbsp)",19
RCP00100,Dal Makhani,Pakistani,Main Course,Roasted,Easy,16,104,120,7,Hot,Breakfast,False,False,False,True,4.5,4729,346,20.33,2024-05-08,False,False,"Onion (1 medium), Garlic (4 cloves), Salt (to taste), Chicken (731g), Water (3 tbsp), Butter (175 ml), Mustard Seeds (1 tbsp)",7
RCP00101,Seekh Kabab,Pakistani,Main Course,Steamed,Medium,43,101,144,5,Hot,Beverage,True,False,True,True,4.5,1190,152,9.11,2025-12-01,True,False,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Chickpeas (499g), All-Purpose Flour (202 g), Fenugreek Leaves (4 tbsp), Fish (3 tbsp), Mint Leaves (2 tbsp), Sugar (2 tbsp), Semolina (479 g), Salt (4 tbsp), Semolina (236 g), Paneer (4 tbsp), Ginger (2 medium)",14
RCP00102,Pakistani Main Course Special 102,Pakistani,Main Course,Steamed,Easy,42,80,122,2,Mild,Beverage,True,False,False,True,3.9,3320,590,20.89,2025-09-21,True,True,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Eggs (255g), Milk (339 ml), Chickpea Flour (240 g)",6
RCP00103,Chapli Kabab,Pakistani,Main Course,Roasted,Medium,35,102,137,4,Hot,Dinner,False,False,False,True,4.9,4496,275,11.06,2025-03-26,True,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Mutton (856g), Wheat Flour (276 g), Tamarind Paste (2 tbsp), All-Purpose Flour (312 g), Cream (191 ml)",8
RCP00104,Haleem,Pakistani,Main Course,Pressure-cooked,Easy,23,51,74,7,Mild,Breakfast,False,False,False,True,4.0,321,606,24.11,2023-11-18,False,False,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Tofu (944g), Tomato (1 medium), Cardamom (1 tsp), Yogurt (462 ml)",7
RCP00105,Palak Paneer,Pakistani,Main Course,Baked,Easy,45,30,75,6,Medium,Dinner,False,False,True,True,3.7,4711,460,3.18,2023-03-23,True,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Tofu (980g), Peas (2 medium), All-Purpose Flour (387 g), Tomato (2 medium), Fenugreek Leaves (3 tbsp), Curry Leaves (2 tbsp)",9
RCP00106,Biryani,Pakistani,Main Course,Pressure-cooked,Hard,58,43,101,6,Hot,Dessert,False,True,False,True,4.9,361,230,14.41,2023-04-03,True,False,"Onion (3 medium), Garlic (9 cloves), Salt (to taste), Fish (778g), Fenugreek Leaves (3 tbsp), Chickpea Flour (314 g), Fenugreek Leaves (4 tbsp), Potato (1 medium), Fresh Coriander (1 tbsp), Mutton (1 tbsp), Fresh Coriander (1 tbsp), Almonds (1 tbsp)",12
RCP00107,Pakistani Main Course Special 107,Pakistani,Main Course,Boiled,Medium,31,34,65,7,Medium,Beverage,False,False,True,True,3.8,3661,451,17.28,2025-02-27,True,False,"Onion (1 medium), Garlic (3 cloves), Salt (to taste), Beef (666g), Oil (2 tbsp), Water (2 tbsp), Tofu (2 tbsp), Garam Masala (1 tsp), Sugar (1 tbsp), Cloves (1 tsp), Cardamom (1 tsp), Butter (209 ml)",12
RCP00108,Haleem,Pakistani,Main Course,Slow-cooked,Medium,52,28,80,7,Hot,Snack,False,False,False,True,4.5,3374,683,4.97,2023-08-28,True,False,"Onion (1 medium), Garlic (8 cloves), Salt (to taste), Tofu (946g), Bell Pepper (2 medium), Fresh Coriander (1 tbsp), Basmati Rice (451 g), Mustard Seeds (2 tbsp), Tamarind Paste (1 tbsp), Sesame Seeds (2 tbsp), Lemon Juice (3 tbsp), Curry Leaves (2 tbsp), Water (2 tbsp), Vinegar (1 tbsp)",14
RCP00109,Lahori Chargha,Pakistani,Main Course,Steamed,Easy,58,170,228,6,Medium,Lunch,False,True,False,True,4.1,3912,727,17.22,2025-04-24,False,True,"Onion (2 medium), Garlic (9 cloves), Salt (to taste), Paneer (921g), Fresh Coriander (3 tbsp), Coriander (2 tsp), Black Pepper (2 tsp), Fish (2 tbsp), Salt (1 tbsp)",9
RCP00110,Chicken Tikka,Pakistani,Main Course,Boiled,Hard,55,178,233,7,Very Hot,Breakfast,False,False,False,True,3.6,1992,292,18.55,2024-08-24,False,False,"Onion (2 medium), Garlic (8 cloves), Salt (to taste), Chicken (800g), Milk (166 ml), Sesame Seeds (4 tbsp), Fish (4 tbsp), Bay Leaf (1 tsp), Basmati Rice (366 g), Tamarind Paste (4 tbsp), Vinegar (1 tbsp), Paneer (467 ml), Lentils (Dal) (4 tbsp), Cream (357 ml), Sesame Seeds (3 tbsp), Cashews (1 tbsp), Fenugreek Leaves (1 tbsp), Onion (2 medium)",18
RCP00111,Sindhi Biryani,Pakistani,Main Course,Boiled,Easy,45,124,169,4,Hot,Breakfast,False,False,False,True,3.6,3091,687,18.12,2023-10-09,False,False,"Onion (3 medium), Garlic (7 cloves), Salt (to taste), Fish (843g), Carrot (2 medium), Fenugreek Leaves (2 tbsp), Tamarind Paste (1 tbsp), Almonds (4 tbsp), Basmati Rice (390 g)",9
RCP00112,Korma,Pakistani,Main Course,Roasted,Hard,48,40,88,3,Hot,Breakfast,False,False,False,True,3.9,727,165,18.8,2025-07-16,True,False,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Mutton (406g), Basmati Rice (227 g), Chickpeas (1 tbsp), Ginger (2 medium), Cinnamon (1 tsp), Peas (1 medium), Spinach (1 medium), Fenugreek Leaves (4 tbsp), Shrimp (2 tbsp), Basmati Rice (253 g), Paneer (179 ml)",14
RCP00113,Lahori Chargha,Pakistani,Main Course,Slow-cooked,Medium,52,41,93,7,Medium,Lunch,False,False,False,True,4.5,2672,761,10.52,2023-11-05,False,False,"Onion (1 medium), Garlic (5 cloves), Salt (to taste), Shrimp (300g), Mint Leaves (2 tbsp), Vinegar (4 tbsp), Chicken (2 tbsp), Onion (2 medium), Cashews (4 tbsp), Cumin (2 tsp)",10
RCP00114,Dal Makhani,Pakistani,Main Course,Slow-cooked,Easy,34,176,210,3,Very Hot,Snack,False,False,False,True,4.8,2803,666,14.43,2024-03-23,True,False,"Onion (2 medium), Garlic (7 cloves), Salt (to taste), Paneer (532g), Cauliflower (1 medium), Peas (1 medium)",6
RCP00115,Biryani,Pakistani,Main Course,Baked,Hard,29,26,55,6,Medium,Snack,False,False,False,True,3.5,1210,608,10.72,2023-03-05,True,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Paneer (673g), Eggs (2 tbsp), Paneer (206 ml), Ginger (1 medium), Eggs (1 tbsp), Lentils (Dal) (3 tbsp), Chickpeas (4 tbsp), Paneer (2 tbsp), Paneer (484 ml), Paneer (1 tbsp), Oil (4 tbsp), Oil (4 tbsp), All-Purpose Flour (275 g), Cream (392 ml), Tamarind Paste (1 tbsp), Almonds (2 tbsp)",19
RCP00116,Pakistani Main Course Special 116,Pakistani,Main Course,Baked,Medium,12,91,103,2,Medium,Lunch,True,False,False,True,3.6,389,610,3.85,2023-09-13,False,False,"Onion (3 medium), Garlic (8 cloves), Salt (to taste), Lentils (Dal) (258g), Green Chili (2 medium), Sugar (3 tbsp), Chickpea Flour (408 g), Curry Leaves (1 tbsp), Wheat Flour (294 g), Wheat Flour (484 g), Tofu (1 tbsp), Almonds (2 tbsp), Chickpeas (4 tbsp), Bay Leaf (2 tsp)",14
RCP00117,Sajji,Pakistani,Main Course,Slow-cooked,Hard,10,30,40,3,Medium,Beverage,True,False,False,True,4.2,2965,516,15.61,2024-07-17,True,False,"Onion (1 medium), Garlic (5 cloves), Salt (to taste), Eggs (401g), Cloves (2 tsp), Bay Leaf (2 tsp), Chickpea Flour (483 g), Water (4 tbsp), Cardamom (1 tsp), Eggs (2 tbsp), Green Chili (2 medium), Coconut Milk (1 tbsp), Cream (440 ml), Lemon Juice (2 tbsp)",14
RCP00118,Paya,Pakistani,Main Course,Steamed,Easy,16,131,147,5,Very Hot,Beverage,False,False,False,True,4.4,2633,233,10.49,2025-10-10,True,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Shrimp (472g), Mustard Seeds (1 tbsp), Milk (419 ml), Cumin (1 tsp)",7
RCP00119,Karahi,Pakistani,Main Course,Pressure-cooked,Easy,58,25,83,2,Mild,Dinner,False,True,True,True,3.5,3218,585,9.85,2024-11-10,False,False,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Paneer (906g), Water (2 tbsp), Vinegar (4 tbsp), Cloves (1 tsp), Shrimp (3 tbsp), Chickpea Flour (373 g)",9
RCP00120,Chapli Kabab,Pakistani,Main Course,Baked,Medium,35,20,55,6,Mild,Dinner,True,False,False,True,4.3,3224,344,19.6,2025-04-02,True,False,"Onion (1 medium), Garlic (5 cloves), Salt (to taste), Lentils (Dal) (447g), Milk (124 ml), Fish (3 tbsp), Coriander (1 tsp), Coriander (2 tsp), Paneer (441 ml), Cardamom (2 tsp), Yogurt (385 ml)",11
RCP00121,Korma,Pakistani,Main Course,Baked,Easy,39,26,65,6,Very Hot,Snack,False,False,False,True,3.6,4244,433,17.67,2024-01-20,True,False,"Onion (2 medium), Garlic (8 cloves), Salt (to taste), Mutton (831g), Milk (402 ml), Potato (2 medium)",6
RCP00122,Sindhi Biryani,Pakistani,Main Course,Fried,Easy,32,138,170,3,Mild,Snack,True,False,False,True,4.6,3888,162,20.07,2024-11-26,True,True,"Onion (3 medium), Garlic (7 cloves), Salt (to taste), Lentils (Dal) (389g), Tamarind Paste (1 tbsp), Garlic (2 medium)",6
RCP00123,Chapli Kabab,Pakistani,Main Course,Fried,Hard,15,179,194,4,Very Hot,Beverage,True,False,True,True,4.2,3796,428,21.14,2024-09-01,False,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Chickpeas (372g), Cashews (2 tbsp), Fresh Coriander (3 tbsp), Cinnamon (1 tsp), Chickpeas (3 tbsp), Spinach (2 medium), Butter (328 ml), Tamarind Paste (2 tbsp), Curry Leaves (4 tbsp), Spinach (1 medium), Chicken (3 tbsp), Chickpea Flour (493 g), Chickpeas (1 tbsp), Tamarind Paste (2 tbsp), Tamarind Paste (2 tbsp)",18
RCP00124,Chapli Kabab,Pakistani,Main Course,Pressure-cooked,Hard,22,146,168,6,Mild,Dinner,False,False,False,True,3.9,3160,533,13.43,2023-09-21,False,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Paneer (488g), Peas (2 medium), Vinegar (3 tbsp), Lemon Juice (3 tbsp), Lentils (Dal) (4 tbsp), Curry Leaves (2 tbsp), Mint Leaves (4 tbsp), Ginger (1 medium), Chicken (4 tbsp), Carrot (1 medium), Fresh Coriander (2 tbsp)",14
RCP00125,Karahi,Pakistani,Main Course,Steamed,Medium,17,31,48,4,Mild,Beverage,False,True,True,True,4.3,326,517,19.11,2025-08-21,True,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Shrimp (377g), Fenugreek Leaves (3 tbsp), Mutton (1 tbsp), Spinach (1 medium), Eggs (3 tbsp), Cauliflower (1 medium), Sugar (2 tbsp)",10
RCP00126,Nihari,Pakistani,Main Course,Roasted,Hard,29,87,116,5,Medium,Breakfast,False,False,False,True,3.9,4297,672,9.82,2023-05-26,False,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Paneer (765g), Spinach (2 medium), Almonds (2 tbsp), Yogurt (151 ml), Spinach (1 medium), Raisins (2 tbsp), Carrot (2 medium), Sugar (3 tbsp), Semolina (374 g), All-Purpose Flour (321 g), Beef (4 tbsp), Milk (491 ml), Curry Leaves (4 tbsp)",16
RCP00127,Haleem,Pakistani,Main Course,Baked,Easy,39,68,107,4,Hot,Dinner,False,False,False,True,4.6,813,295,8.06,2023-05-23,False,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Chicken (890g), Raisins (3 tbsp), Cardamom (2 tsp), Eggs (1 tbsp)",7
RCP00128,Karahi,Pakistani,Main Course,Fried,Easy,53,165,218,6,Hot,Breakfast,False,False,False,True,4.2,3810,185,8.93,2023-03-25,False,False,"Onion (3 medium), Garlic (7 cloves), Salt (to taste), Beef (474g), Bell Pepper (2 medium), Vinegar (3 tbsp), Cauliflower (2 medium), Garam Masala (1 tsp), Onion (1 medium)",9
RCP00129,Karahi,Pakistani,Main Course,Baked,Hard,21,169,190,4,Medium,Snack,False,False,True,True,4.5,1287,415,22.95,2023-02-21,True,False,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Beef (858g), Chickpea Flour (348 g), Eggs (3 tbsp), Tamarind Paste (3 tbsp), Sugar (4 tbsp), Wheat Flour (242 g), Eggs (4 tbsp), Chickpeas (4 tbsp), Ginger (1 medium), Cloves (2 tsp), Fenugreek Leaves (3 tbsp), Lentils (Dal) (1 tbsp), Bell Pepper (1 medium), Green Chili (1 medium)",17
